Cid,feat.yoplait,feat.dannon,feat.hiland,feat.weight,price.yoplait,price.dannon,price.hiland,price.weight,choice,sex,age,married
15,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,yoplait,1,32,1
15,0,0,0,0,10.8,8.6000003,4.3000001,7.9000004,yoplait,1,32,1
15,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,yoplait,1,32,1
15,0,0,0,0,10.8,8.6000003,2.5,7.9000004,yoplait,1,32,1
15,0,0,0,0,10.8,8.6000003,2.5,7.9000004,yoplait,1,32,1
15,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,yoplait,1,32,1
15,1,0,0,0,2.5,8.6000003,5.4000001,7.9000004,yoplait,1,32,1
15,1,0,0,0,10.8,8.6000003,5.4000001,7.9000004,yoplait,1,32,1
15,1,0,0,0,10.8,8.6000003,5.4000001,7.9000004,yoplait,1,32,1
15,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,weight,1,32,1
15,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,weight,1,32,1
15,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,yoplait,1,32,1
15,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,yoplait,1,32,1
15,0,0,0,0,12.2,8.6000003,5.4000001,7.9000004,weight,1,32,1
15,0,0,0,0,12.2,8.6000003,5.4000001,7.9000004,yoplait,1,32,1
15,0,0,0,0,12.2,8.6000003,5.4000001,7.9000004,yoplait,1,32,1
15,0,0,0,0,12.2,8.6000003,5.4000001,7.9000004,weight,1,32,1
15,1,0,0,0,12.2,8.6000003,5.4000001,8.6000003,yoplait,1,32,1
15,0,0,0,0,12.2,8.6000003,5.4000001,7.9000004,yoplait,1,32,1
15,0,0,0,0,12.2,8.6000003,5.4000001,7.9000004,yoplait,1,32,1
15,0,1,0,0,12.2,6.3000001,5.4000001,8.6000003,weight,1,32,1
15,0,1,0,0,12.2,6.3000001,5.4000001,8.6000003,weight,1,32,1
15,0,0,0,0,12.2,6.6,5.4000001,8.6000003,yoplait,1,32,1
15,0,0,0,0,12.2,6.6,5.4000001,8.6000003,weight,1,32,1
15,0,0,0,0,12.2,8.6000003,6.1000001,9.0999998,weight,1,32,1
15,0,0,0,1,12.2,8.6000003,5.6000002,6.3000001,yoplait,1,32,1
15,0,0,0,1,11.8,8.6000003,5.6000002,8.6000003,weight,1,32,1
15,0,0,0,1,12.2,8.6000003,5.6000002,6.3000001,yoplait,1,32,1
15,0,0,0,1,11.5,8.6000003,6.1000001,6.3000001,weight,1,32,1
15,0,0,0,1,11.5,8.6000003,6.1000001,6.3000001,weight,1,32,1
15,0,0,0,0,8.2999997,8.6000003,6.1000001,7.9000004,weight,1,32,1
15,0,0,0,0,8.2999997,8.6000003,6.1000001,7.9000004,weight,1,32,1
15,0,0,0,0,11.5,8.6000003,6.1000001,7.9000004,weight,1,32,1
15,0,0,0,0,11.5,8.6000003,6.1000001,7.9000004,yoplait,1,32,1
15,0,0,0,0,11.5,8.6000003,6.1000001,7.9000004,weight,1,32,1
15,0,1,0,0,11.5,6.3000001,6.1000001,7.9000004,weight,1,32,1
15,0,1,0,0,11.5,6.3000001,6.1000001,7.9000004,yoplait,1,32,1
15,0,1,0,0,11.5,6.3000001,6.1000001,7.9000004,weight,1,32,1
15,0,0,1,0,11.5,6.3000001,6.1000001,4.4,yoplait,1,32,1
15,0,0,1,0,11.5,6.3000001,6.1000001,4.4,yoplait,1,32,1
15,0,0,1,0,11.5,8.6000003,6.1000001,7.9000004,yoplait,1,32,1
15,0,0,0,0,11.5,8.6000003,5.5,7.9000004,yoplait,1,32,1
15,0,0,0,0,11.5,8.6000003,5.5,7.9000004,yoplait,1,32,1
15,0,0,0,0,11.5,8.6000003,5.5,7.9000004,weight,1,32,1
15,0,0,0,0,11.5,8.6000003,5.5,7.9000004,weight,1,32,1
15,0,0,0,0,11.5,8.6000003,4.6,7.9000004,weight,1,32,1
15,1,0,0,0,11.5,8.6000003,6.1000001,7.9000004,weight,1,32,1
15,1,0,0,0,11.5,8.6000003,6.1000001,7.9000004,weight,1,32,1
15,1,0,0,0,11.5,8.6000003,6.1000001,4.1000001,weight,1,32,1
15,1,0,0,0,11.5,8.6000003,6.1000001,7.9000004,weight,1,32,1
15,1,0,0,0,8.2999997,8.6000003,6.1000001,7.9000004,yoplait,1,32,1
15,1,0,0,0,8.2999997,8.6000003,6.1000001,7.9000004,yoplait,1,32,1
15,1,0,0,0,8.2999997,8.6000003,6.1000001,7.1000002,yoplait,1,32,1
15,0,0,0,0,11.5,6.3000001,6.1000001,7.9000004,weight,1,32,1
15,0,0,0,0,11.5,6.3000001,6.1000001,7.9000004,weight,1,32,1
15,0,0,0,0,5.7,6.3000001,6.1000001,6.3000001,weight,1,32,1
15,0,0,0,0,11.5,6.3000001,6.1000001,6.3000001,weight,1,32,1
15,0,0,0,0,5.7,6.3000001,6.1000001,6.3000001,weight,1,32,1
15,0,0,0,0,5.7,6.3000001,6.1000001,6.3000001,weight,1,32,1
15,0,0,0,0,8.8,8.6000003,6.1000001,6.3000001,weight,1,32,1
15,0,0,0,0,8.2999997,6.3000001,6.1000001,6.3000001,weight,1,32,1
16,0,0,0,0,10.3,8.1,4.8999999,7.9000004,dannon,1,54,0
16,0,0,0,0,11.5,8.1,3.7999999,7.9000004,weight,1,54,0
16,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,weight,1,54,0
16,0,0,0,0,10.8,8.6000003,6.1000001,8.6000003,weight,1,54,0
16,0,0,0,0,10.8,8.6000003,6.1000001,8.6000003,weight,1,54,0
16,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,weight,1,54,0
16,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,weight,1,54,0
16,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,weight,1,54,0
16,0,0,0,0,11.5,6.4000003,6.1000001,7.9000004,weight,1,54,0
17,0,0,0,0,10.8,9.7999997,6.1000001,8.6000003,yoplait,1,34,0
17,0,0,0,0,10.8,9.7999997,6.1000001,8.6000003,dannon,1,34,0
17,1,0,0,0,9.0999998,8.1,6.1000001,8.6000003,dannon,1,34,0
17,1,0,0,0,9.0999998,8.6000003,6.1000001,8.6000003,dannon,1,34,0
17,1,0,0,0,9.0999998,8.1,6.1000001,8.6000003,dannon,1,34,0
17,0,0,0,1,12.2,8.6000003,6.1000001,6.8000004,yoplait,1,34,0
17,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,dannon,1,34,0
17,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,dannon,1,34,0
17,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,dannon,1,34,0
17,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,yoplait,1,34,0
17,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,yoplait,1,34,0
17,1,0,0,0,12.2,8.6000003,6.1000001,8.6000003,yoplait,1,34,0
17,1,0,0,0,12.2,8.6000003,6.1000001,8.6000003,yoplait,1,34,0
17,1,0,0,0,12.2,8.6000003,6.1000001,8.6000003,dannon,1,34,0
17,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,dannon,1,34,0
17,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,yoplait,1,34,0
17,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,yoplait,1,34,0
17,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,yoplait,1,34,0
17,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,yoplait,1,34,0
17,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,yoplait,1,34,0
17,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,yoplait,1,34,0
17,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,yoplait,1,34,0
17,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,dannon,1,34,0
17,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,yoplait,1,34,0
17,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,yoplait,1,34,0
17,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,dannon,1,34,0
17,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,dannon,1,34,0
17,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,yoplait,1,34,0
17,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,yoplait,1,34,0
17,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,dannon,1,34,0
17,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,yoplait,1,34,0
17,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,dannon,1,34,0
17,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,yoplait,1,34,0
17,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,dannon,1,34,0
17,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,yoplait,1,34,0
17,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,yoplait,1,34,0
17,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,yoplait,1,34,0
17,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,yoplait,1,34,0
17,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,dannon,1,34,0
17,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,yoplait,1,34,0
17,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,yoplait,1,34,0
18,0,0,0,0,10.8,8.1,6.1000001,7.9000004,weight,1,18,0
18,0,0,0,1,10.8,8.1,6.1000001,7.4000001,weight,1,18,0
18,0,1,0,0,10.8,8.6000003,5.0000001,8.6000003,weight,1,18,0
18,0,0,0,0,11.5,8.1,6.1000001,8.6000003,yoplait,1,18,0
18,0,0,0,0,11.5,8.1,6.1000001,8.1,yoplait,1,18,0
19,0,0,0,0,12.5,8.1,4.8999999,7.9000004,dannon,0,56,0
19,0,0,0,0,12.5,8.1,4.8999999,7.9000004,dannon,0,56,0
19,0,0,0,0,12.5,8.1,4.8999999,7.9000004,dannon,0,56,0
19,0,0,0,0,9.7999997,9.7999997,4.8999999,7.9000004,dannon,0,56,0
19,0,0,0,0,9.7999997,9.7999997,4.8999999,7.9000004,dannon,0,56,0
19,0,0,0,0,9.7999997,9.7999997,4.8999999,7.9000004,dannon,0,56,0
19,0,0,0,0,9.7999997,9.7999997,4.8999999,7.9000004,dannon,0,56,0
19,0,0,0,0,12.5,8.1,4.8999999,7.9000004,dannon,0,56,0
19,0,0,0,0,12.5,8.1,4.8999999,7.9000004,hiland,0,56,0
19,0,0,0,0,12.5,8.1,4.8999999,7.9000004,dannon,0,56,0
19,0,0,0,0,12.5,8.1,4.8999999,7.9000004,dannon,0,56,0
19,0,0,0,0,9.7999997,9.7999997,4.8999999,7.9000004,yoplait,0,56,0
19,0,0,0,0,11,8.1,4.8999999,7.9000004,dannon,0,56,0
19,0,0,0,0,11,8.1,4.8999999,7.9000004,dannon,0,56,0
19,0,0,0,0,12.5,8.1,4.8999999,7.9000004,dannon,0,56,0
19,0,0,0,0,12.5,8.1,4.8999999,7.9000004,dannon,0,56,0
19,0,0,0,0,10.3,8.1,4.8999999,7.9000004,dannon,0,56,0
19,0,0,0,0,10.3,8.1,4.8999999,7.9000004,dannon,0,56,0
19,0,0,0,0,10.3,8.1,4.8999999,7.9000004,dannon,0,56,0
19,0,0,0,0,9.7999997,8.1,4.8999999,7.9000004,hiland,0,56,0
19,0,0,0,0,10.3,9.7999997,4.8999999,7.9000004,yoplait,0,56,0
19,0,0,0,0,10.3,6.4000003,4.8999999,7.9000004,hiland,0,56,0
19,0,0,0,0,10.3,6.4000003,4.8999999,7.9000004,hiland,0,56,0
19,0,0,0,0,10.8,8.1,4.8999999,7.9000004,dannon,0,56,0
19,0,0,0,0,10.8,9.7999997,4.8999999,7.9000004,dannon,0,56,0
19,0,0,0,0,10.8,8.1,4.8999999,7.9000004,dannon,0,56,0
19,0,0,0,0,11.5,8.1,4.8999999,7.9000004,weight,0,56,0
19,0,0,0,0,11.5,8.1,4.8999999,7.9000004,weight,0,56,0
19,0,0,0,0,11.5,8.1,4.8999999,7.9000004,yoplait,0,56,0
19,0,0,0,0,11.5,8.1,4.8999999,7.9000004,weight,0,56,0
19,0,0,1,0,11.5,8.1,3.0999999,7.9000004,dannon,0,56,0
19,0,0,0,0,11.5,8.1,3.2000002,7.9000004,dannon,0,56,0
19,0,0,0,0,11.5,8.6000003,5.4000001,7.9000004,dannon,0,56,0
19,0,0,0,0,11.5,8.6000003,5.4000001,7.9000004,dannon,0,56,0
19,1,0,0,0,11.5,8.6000003,5.4000001,7.9000004,hiland,0,56,0
19,0,0,0,0,11.5,8.6000003,5.4000001,7.9000004,dannon,0,56,0
19,0,0,0,0,11.5,8.6000003,5.4000001,7.9000004,dannon,0,56,0
19,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,dannon,0,56,0
19,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,dannon,0,56,0
19,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,dannon,0,56,0
19,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,dannon,0,56,0
19,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,dannon,0,56,0
19,1,0,0,0,10.8,8.6000003,5.4000001,7.9000004,dannon,0,56,0
19,1,0,0,0,10.8,8.6000003,5.4000001,7.9000004,dannon,0,56,0
19,0,0,1,0,10.8,8.6000003,2.5,7.9000004,dannon,0,56,0
19,0,0,0,0,10.8,8.6000003,2.5,7.9000004,dannon,0,56,0
19,0,0,0,0,10.8,8.6000003,2.5,7.9000004,dannon,0,56,0
19,1,0,0,0,8.2999997,8.6000003,5.4000001,7.9000004,dannon,0,56,0
19,0,0,0,0,12.2,8.6000003,5.4000001,7.9000004,dannon,0,56,0
19,0,0,0,0,12.2,8.6000003,5.4000001,7.9000004,dannon,0,56,0
19,0,0,0,0,12.2,8.6000003,5.4000001,7.9000004,dannon,0,56,0
19,0,0,0,0,8.5000001,8.6000003,5.4000001,8.6000003,dannon,0,56,0
19,0,0,0,0,8.5000001,8.6000003,5.4000001,8.6000003,dannon,0,56,0
19,0,1,0,0,12.2,6.3000001,5.4000001,7.9000004,dannon,0,56,0
19,0,0,0,1,8.2999997,8.6000003,5.4000001,6.3000001,hiland,0,56,0
19,0,0,0,1,8.2999997,8.6000003,5.4000001,6.3000001,hiland,0,56,0
19,0,0,0,0,11.2,8.1,5.4000001,7.9000004,hiland,0,56,0
19,0,0,0,1,11.5,8.6000003,6.1000001,6.3000001,dannon,0,56,0
19,0,0,0,0,11.5,8.6000003,6.1000001,6.6,dannon,0,56,0
19,0,1,0,0,11.5,6.3000001,6.1000001,7.9000004,dannon,0,56,0
19,0,1,0,0,11.5,6.3000001,6.1000001,7.9000004,dannon,0,56,0
19,0,0,0,0,11.5,8.6000003,6.1000001,7.9000004,dannon,0,56,0
19,0,0,0,0,11.5,8.6000003,6.1000001,7.9000004,dannon,0,56,0
19,1,0,0,0,11.5,8.6000003,6.1000001,6.8999998,dannon,0,56,0
19,1,0,0,0,11.5,8.6000003,6.1000001,6.8999998,dannon,0,56,0
19,0,0,0,1,7.1999997,8.6000003,6.1000001,6.3000001,dannon,0,56,0
19,0,0,0,0,11.5,6.3000001,6.1000001,6.3000001,dannon,0,56,0
19,0,0,0,0,11.5,6.3000001,6.1000001,6.3000001,dannon,0,56,0
20,0,0,0,0,0.99999998,8.1,6.6,7.9000004,yoplait,1,35,0
20,0,0,0,0,10.8,9.2,5.0000001,7.9000004,yoplait,1,35,0
20,0,0,0,0,6.7000002,9.2,5.0000001,7.9000004,yoplait,1,35,0
20,0,0,0,0,7,8.1,5.7999998,7.9000004,yoplait,1,35,0
20,0,0,0,0,7,8.1,5.7999998,7.9000004,yoplait,1,35,0
20,0,0,0,0,7.4000001,8.1,6.6,7.9000004,yoplait,1,35,0
20,0,0,0,0,7.4000001,8.1,6.6,7.9000004,yoplait,1,35,0
20,0,0,0,0,3.9999999,8.1,6.6,8.6000003,yoplait,1,35,0
20,0,0,0,0,3.9999999,8.1,6.6,8.6000003,yoplait,1,35,0
20,0,0,0,0,10.8,4.4,5.0000001,7.9000004,dannon,1,35,0
20,0,0,1,0,7,8.8,3.0999999,8.6000003,yoplait,1,35,0
20,0,0,1,0,7,8.8,3.0999999,8.6000003,yoplait,1,35,0
20,0,0,0,0,10.8,8.1,5.0000001,7.9000004,yoplait,1,35,0
20,0,0,0,0,10.8,8.6000003,5.0000001,7.9000004,yoplait,1,35,0
20,0,0,0,0,11.2,8.6000003,3.9000001,8.6000003,yoplait,1,35,0
20,0,0,0,0,2.5,8.6000003,5.7999998,7.9000004,yoplait,1,35,0
20,0,0,0,0,10.8,8.6000003,5.7999998,7.9000004,yoplait,1,35,0
20,0,0,0,0,11.5,8.6000003,3.0999999,7.9000004,hiland,1,35,0
20,0,0,0,0,6.7000002,8.6000003,5.6000002,4.4,yoplait,1,35,0
20,0,0,0,0,11.2,8.6000003,5.4000001,7.9000004,hiland,1,35,0
20,0,0,0,0,11.2,8.6000003,5.4000001,7.9000004,hiland,1,35,0
20,0,0,0,0,11.2,8.6000003,5.4000001,7.9000004,hiland,1,35,0
20,0,0,0,0,10.8,8.6000003,5.6000002,6.3000001,yoplait,1,35,0
20,0,0,0,0,5.7999998,8.6000003,5.6000002,6.3000001,yoplait,1,35,0
20,0,0,0,0,10.8,8.6000003,5.6000002,6.3000001,yoplait,1,35,0
21,1,0,0,0,10.8,8.6000003,5.4000001,7.9000004,dannon,1,26,0
21,0,0,1,0,13.2,8.6000003,2.5,7.9000004,hiland,1,26,0
21,0,0,0,0,10.8,8.6000003,2.5,7.9000004,weight,1,26,0
21,0,0,0,0,10.8,8.6000003,2.5,7.9000004,weight,1,26,0
21,0,0,0,0,12.2,8.6000003,5.4000001,7.9000004,dannon,1,26,0
21,0,0,0,0,12.2,8.6000003,5.4000001,7.9000004,dannon,1,26,0
21,0,0,0,0,12.2,8.6000003,5.4000001,8.3999999,yoplait,1,26,0
21,0,1,0,0,12.2,6.3000001,5.4000001,8.6000003,weight,1,26,0
21,0,0,0,1,11.8,8.6000003,5.6000002,6.3000001,weight,1,26,0
21,0,0,0,1,11.8,8.6000003,5.6000002,6.3000001,weight,1,26,0
21,0,0,0,0,11.5,8.6000003,6.1000001,6.3000001,yoplait,1,26,0
21,0,1,0,0,11.5,6.3000001,6.1000001,7.9000004,yoplait,1,26,0
21,0,1,0,0,11.5,6.3000001,6.1000001,7.9000004,yoplait,1,26,0
21,0,1,0,0,11.5,6.3000001,6.1000001,7.9000004,yoplait,1,26,0
21,0,0,0,0,11.5,8.6000003,4.6,7.9000004,weight,1,26,0
21,0,0,0,0,11.5,8.6000003,4.6,7.9000004,weight,1,26,0
21,1,0,0,0,8.2999997,8.6000003,6.1000001,4.3000001,yoplait,1,26,0
21,1,0,0,0,8.2999997,8.6000003,6.1000001,4.3000001,yoplait,1,26,0
21,0,0,0,1,4.5000002,5.2999999,6.1000001,6.3000001,weight,1,26,0
22,0,0,0,0,11.5,5.7,5.0000001,8.6000003,yoplait,0,66,0
22,0,0,0,0,11.5,8.1,5.0000001,8.6000003,yoplait,0,66,0
22,0,0,0,0,1.5,8.1,5.0000001,8.6000003,yoplait,0,66,0
22,0,0,0,0,11.5,8.1,5.0000001,8.1,yoplait,0,66,0
22,0,0,0,0,12.2,8.6000003,5.0000001,8.6000003,yoplait,0,66,0
22,0,1,0,0,11.5,6.3000001,6.1000001,7.9000004,yoplait,0,66,0
22,0,0,0,0,12.2,8.6000003,5.0000001,8.6000003,yoplait,0,66,0
23,0,0,0,0,10.3,7.4000001,6.1000001,8.1,dannon,1,31,1
23,0,0,0,0,12.5,7.4000001,6.1000001,8.1,dannon,1,31,1
23,0,0,0,0,12.5,7.4000001,6.1000001,8.1,dannon,1,31,1
23,0,0,0,0,12.5,8.1,6.1000001,8.1,dannon,1,31,1
23,0,0,0,0,12.5,8.1,6.1000001,8.1,dannon,1,31,1
23,0,0,0,0,10.3,8.1,6.6,7.9000004,dannon,1,31,1
23,0,0,0,0,10.3,8.1,6.6,7.9000004,dannon,1,31,1
23,0,0,0,0,10.8,8.1,6.1000001,7.9000004,dannon,1,31,1
23,0,0,0,0,10.8,8.1,6.1000001,7.9000004,dannon,1,31,1
23,0,0,0,0,10.3,8.1,6.6,7.9000004,dannon,1,31,1
23,0,0,0,0,10.3,8.1,4.8999999,7.9000004,dannon,1,31,1
23,0,0,0,0,10.3,8.1,4.8999999,7.9000004,dannon,1,31,1
23,0,0,0,0,10.3,8.1,4.8999999,7.9000004,dannon,1,31,1
23,0,0,0,0,10.3,8.1,4.8999999,7.9000004,dannon,1,31,1
23,0,0,0,0,11.5,8.1,4.8999999,7.9000004,dannon,1,31,1
23,0,0,0,0,11.5,8.1,4.8999999,7.9000004,dannon,1,31,1
23,0,0,0,0,11.5,8.1,4.8999999,7.9000004,dannon,1,31,1
23,0,0,0,0,11.5,8.1,4.8999999,7.9000004,dannon,1,31,1
23,0,0,0,0,11.5,8.6000003,4.8999999,7.9000004,yoplait,1,31,1
23,1,0,0,0,11.5,8.6000003,5.4000001,7.9000004,yoplait,1,31,1
23,1,0,0,0,11.5,8.6000003,5.4000001,7.9000004,yoplait,1,31,1
23,1,0,0,0,4.1999999,9.2,6.3000001,10.4,yoplait,1,31,1
23,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,dannon,1,31,1
23,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,yoplait,1,31,1
23,0,0,1,0,10.8,8.6000003,2.5,7.9000004,dannon,1,31,1
23,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,yoplait,1,31,1
23,0,0,0,0,2.2,8.6000003,6.1000001,8.6000003,yoplait,1,31,1
23,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,yoplait,1,31,1
23,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,dannon,1,31,1
23,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,dannon,1,31,1
23,0,0,0,1,11.5,8.6000003,6.1000001,6.3000001,dannon,1,31,1
23,0,0,1,0,11.5,8.6000003,6.1000001,7.9000004,yoplait,1,31,1
23,0,0,0,0,11.5,8.6000003,6.1000001,7.9000004,dannon,1,31,1
23,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,dannon,1,31,1
23,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,dannon,1,31,1
23,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,dannon,1,31,1
23,0,0,0,0,5.7999998,6.3000001,6.1000001,6.3000001,weight,1,31,1
23,0,0,0,0,5.5,6.3000001,6.1000001,6.3000001,dannon,1,31,1
23,0,0,0,0,5.5,6.3000001,6.1000001,6.3000001,dannon,1,31,1
23,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,dannon,1,31,1
23,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,dannon,1,31,1
23,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,dannon,1,31,1
23,0,0,0,0,12.2,8.6000003,6.1000001,8.6000003,dannon,1,31,1
24,0,0,0,0,11,7.4000001,6.1000001,7.9000004,dannon,0,22,1
24,0,0,0,0,11,8.1,6.1000001,7.9000004,dannon,0,22,1
24,0,1,0,0,11,8.1,6.1000001,7.9000004,dannon,0,22,1
24,0,0,0,0,10.3,8.1,4.8999999,7.9000004,dannon,0,22,1
24,0,0,0,0,10.3,9.7999997,4.8999999,7.9000004,yoplait,0,22,1
24,0,1,0,0,10.8,8.1,5.0000001,8.6000003,dannon,0,22,1
24,0,0,0,0,11.5,8.1,5.0000001,8.6000003,dannon,0,22,1
25,0,0,0,0,5.5,8.6000003,5.4000001,7.9000004,yoplait,1,17,1
25,0,0,0,0,5.5,8.6000003,5.4000001,7.9000004,yoplait,1,17,1
25,0,0,0,0,10.8,8.6000003,5.4000001,7.9000004,yoplait,1,17,1
25,0,0,0,0,4.1999999,8.6000003,5.4000001,7.9000004,yoplait,1,17,1
25,0,0,0,0,5.6000002,8.6000003,5.4000001,7.9000004,hiland,1,17,1
25,0,0,0,0,5.6000002,8.6000003,5.4000001,7.9000004,hiland,1,17,1
25,0,0,0,0,5.6000002,8.6000003,5.4000001,7.9000004,hiland,1,17,1
25,0,0,0,0,5.5,8.6000003,5.4000001,7.9000004,yoplait,1,17,1
25,0,0,0,0,8.2999997,8.6000003,5.4000001,7.9000004,hiland,1,17,1
25,0,0,0,0,8.2999997,8.6000003,5.4000001,7.9000004,hiland,1,17,1
25,1,0,0,0,8.2999997,8.6000003,5.4000001,7.9000004,yoplait,1,17,1
25,1,0,0,0,8.2999997,8.6000003,5.4000001,7.9000004,yoplait,1,17,1
25,0,0,1,0,13.2,8.6000003,2.5,7.9000004,hiland,1,17,1
25,0,0,1,0,13.2,8.6000003,2.5,7.9000004,hiland,1,17,1
25,0,0,1,0,13.2,8.6000003,2.5,7.9000004,hiland,1,17,1
25,1,0,0,0,8.2999997,8.6000003,5.4000001,7.9000004,yoplait,1,17,1
25,1,0,0,0,8.2999997,8.6000003,5.4000001,7.9000004,yoplait,1,17,1
25,1,0,0,0,8.2999997,8.6000003,5.4000001,7.9000004,yoplait,1,17,1
25,0,0,0,0,5.5,6.3000001,6.1000001,6.3000001,dannon,1,17,1
25,0,0,0,0,5.5,6.3000001,6.1000001,6.3000001,dannon,1,17,1
26,0,1,0,0,10.3,6.1000001,4.8999999,7.9000004,dannon,1,23,1
26,1,0,0,0,11.5,8.6000003,5.4000001,7.9000004,dannon,1,23,1
26,1,0,0,0,0.80000004,8.6000003,5.4000001,7.9000004,yoplait,1,23,1
26,0,0,0,0,5.5,8.6000003,5.4000001,7.9000004,yoplait,1,23,1
26,0,0,0,0,9.0000004,8.6000003,5.4000001,7.9000004,dannon,1,23,1
26,0,0,0,0,8.2999997,8.6000003,5.4000001,7.9000004,yoplait,1,23,1
27,0,0,0,0,10.8,6.1000001,5.0000001,7.9000004,dannon,1,61,0
27,0,0,0,0,10.8,6.1000001,5.0000001,7.9000004,dannon,1,61,0
27,0,1,0,0,10.8,4.8999999,5.0000001,7.9000004,dannon,1,61,0
27,0,0,0,0,10.8,4.8999999,5.0000001,7.9000004,dannon,1,61,0
27,0,0,0,0,10.8,6.1000001,5.0000001,7.9000004,dannon,1,61,0
27,0,0,0,0,10.3,8.1,6.6,7.9000004,dannon,1,61,0
27,0,0,0,0,10.3,8.1,6.6,7.9000004,dannon,1,61,0
27,0,0,0,0,10.3,8.1,6.6,7.9000004,dannon,1,61,0
27,0,1,0,0,10.8,4.8999999,5.0000001,3.2000002,dannon,1,61,0
27,0,0,0,0,10.8,6.1000001,5.0000001,7.9000004,dannon,1,61,0
27,0,0,0,0,10.3,8.1,6.6,7.9000004,dannon,1,61,0
27,0,0,0,0,10.3,8.1,4.8999999,7.9000004,dannon,1,61,0
27,0,0,0,0,10.3,8.1,4.8999999,7.9000004,dannon,1,61,0
27,0,0,0,0,10.8,8.1,5.0000001,7.9000004,dannon,1,61,0
27,0,0,0,0,10.3,8.1,4.8999999,7.9000004,dannon,1,61,0
27,0,0,0,0,10.3,8.1,4.8999999,7.9000004,dannon,1,61,0
27,0,0,0,0,10.3,8.1,4.8999999,7.9000004,dannon,1,61,0
27,0,0,0,0,10.8,8.1,5.0000001,7.9000004,dannon,1,61,0
27,0,1,0,0,10.8,9.8999999,5.0000001,7.9000004,dannon,1,61,0
28,0,0,0,0,10.3,8.1,4.8999999,7.9000004,dannon,1,60,0
28,0,0,0,0,10.3,8.1,4.8999999,7.9000004,dannon,1,60,0
28,0,0,0,0,10.3,8.1,4.8999999,7.9000004,dannon,1,60,0
28,0,0,0,0,11.5,8.1,4.8999999,7.9000004,dannon,1,60,0
